husage,husunion,husearns,huseduc,husblck,hushisp,hushrs,kidge6,earns,age,black,educ,hispanic,union,faminc,husexp,exper,kidlt6,hours,nwifeinc,inlf,hrwage
36,0,400,12,0,0,40,0,400,35,0,12,0,0,45000,18,17,0,40,24.2,1,10
30,0,653,13,0,0,45,1,415,32,0,12,0,0,45000,11,14,0,45,23.42,1,9.222222
53,1,1060,18,0,0,40,1,274,49,0,12,0,0,67500,29,31,0,40,53.252,1,6.85
50,0,720,14,0,0,42,0,720,46,0,14,0,0,67500,30,26,0,40,30.06,1,18
44,1,584,16,0,0,32,1,434,41,0,15,0,0,67500,22,20,0,40,44.932,1,10.85
29,0,418,13,0,0,38,0,760,35,0,13,0,0,67500,10,16,0,35,27.98,1,21.71428
63,0,168,8,0,0,24,0,347,54,0,10,0,0,27500,49,38,0,40,9.456,1,8.675
21,0,350,12,0,0,40,0,220,18,0,12,0,0,22500,3,0,1,40,11.06,1,5.5
26,0,500,16,0,0,40,0,320,28,0,16,0,0,32500,4,6,0,40,15.86,1,8
25,0,310,12,1,0,40,0,136,23,1,12,0,0,17500,7,5,1,36,10.428,1,3.777778
27,1,732,12,0,0,40,0,163,25,0,12,0,0,45000,9,7,1,25,36.524,1,6.52
23,0,700,12,0,0,40,0,240,24,0,12,0,0,27500,5,6,1,40,15.02,1,6
42,1,600,18,0,0,40,0,600,38,0,18,0,0,45000,18,14,1,25,13.8,1,24
34,1,525,16,0,0,38,0,302,29,0,12,0,0,37500,12,11,1,30,21.796,1,10.06667
41,1,600,14,0,0,40,0,560,44,0,12,0,1,55000,21,26,0,40,25.88,1,14
22,1,207,12,0,0,41,0,310,21,0,12,0,0,22500,4,3,1,50,6.38,1,6.2
43,0,1923,18,0,0,80,0,360,43,0,18,0,1,3000,19,19,0,32,0,1,11.25
26,0,495,14,0,0,65,0,370,26,0,16,0,0,0,6,4,0,40,0,1,9.25
40,1,728,12,0,0,56,1,180,40,0,12,0,0,67500,22,22,0,24,58.14,1,7.5
40,0,750,12,0,0,40,0,105,34,0,12,0,0,55000,22,16,0,15,49.54,1,7
35,1,1200,12,0,0,70,0,235,35,0,12,0,0,45000,17,17,1,28,32.78,1,8.392858
43,0,884,18,0,0,40,1,280,44,0,13,0,0,3000,19,25,0,35,0,1,8
32,0,665,15,0,0,45,0,500,30,0,18,0,0,55000,11,6,1,40,29,1,12.5
34,0,235,12,0,0,50,0,331,31,0,12,0,0,37500,16,13,1,35,20.288,1,9.457143
53,0,500,18,0,0,45,0,1200,52,0,18,0,0,67500,29,28,0,45,5.1,1,26.66667
52,0,226,9,1,0,36,0,600,48,1,15,0,1,67500,37,27,0,40,36.3,1,15
54,0,320,2,0,1,40,1,280,48,0,4,1,0,32500,46,38,0,40,17.94,1,7
54,0,440,12,0,0,32,0,294,46,0,14,0,1,37500,36,26,0,40,22.212,1,7.35
28,0,450,12,0,0,45,0,250,27,0,10,0,0,32500,10,11,1,45,19.5,1,5.555555
60,1,560,10,0,0,40,0,364,58,0,14,0,0,45000,44,38,0,32,26.072,1,11.375
59,0,1153,14,0,0,40,0,350,52,0,12,0,0,3000,39,34,0,35,0,1,10
38,0,345,6,0,1,40,1,365,35,0,9,1,1,27500,26,20,0,40,8.52,1,9.125
47,0,370,18,0,0,37,0,625,44,0,16,0,0,67500,23,22,0,40,35,1,15.625
53,0,279,12,0,0,40,0,285,51,0,12,0,0,55000,35,33,0,40,40.18,1,7.125
26,0,416,16,0,0,35,0,332,25,0,16,0,1,45000,4,3,0,40,27.736,1,8.3
45,0,189,2,0,1,0,1,145,47,0,0,1,0,13750,37,41,0,35,6.21,1,4.142857
38,1,500,16,0,0,46,0,81,34,0,18,0,0,32500,16,10,1,16,28.288,1,5.0625
25,1,500,13,0,0,40,0,754,23,0,13,0,1,45000,6,4,0,48,5.792,1,15.70833
43,0,1200,16,0,0,40,1,236,43,0,12,0,0,67500,21,25,0,40,55.228,1,5.9
54,1,575,12,0,0,48,0,555,46,0,12,0,0,45000,36,28,0,40,16.14,1,13.875
58,0,1900,18,0,0,50,1,700,46,0,17,0,0,3000,34,23,0,40,0,1,17.5
41,0,705,16,0,0,40,1,259,37,0,14,0,0,37500,19,17,0,35,24.032,1,7.4
41,0,700,12,0,0,45,0,200,37,0,12,0,0,45000,23,19,1,30,34.6,1,6.666667
33,1,1250,16,0,0,60,0,12,29,0,12,0,0,67500,11,11,1,3,66.876,1,4
44,0,569,18,0,0,40,0,579,38,0,18,0,0,67500,20,14,1,40,37.392,1,14.475
59,0,1500,17,0,0,40,0,1500,58,0,12,0,0,112500,36,40,0,40,34.5,1,37.5
23,0,320,12,0,0,40,0,518,25,0,12,0,0,37500,5,7,1,50,10.564,1,10.36
58,0,800,17,0,0,55,0,140,58,0,12,0,0,45000,35,40,0,20,37.72,1,7
52,1,710,12,0,0,45,0,164,52,0,12,0,0,55000,34,34,1,30,46.472,1,5.466667
36,1,492,13,0,0,40,1,360,36,0,15,0,1,55000,17,15,0,40,36.28,1,9
36,0,1000,17,0,0,85,0,125,35,0,16,0,0,67500,13,13,1,25,61,1,5
48,0,1000,14,0,0,40,0,700,51,0,12,0,0,112500,28,33,0,40,76.1,1,17.5
32,0,650,12,0,0,55,0,650,31,0,15,0,0,0,14,10,1,27,0,1,24.07407
38,1,750,13,0,0,50,1,300,35,0,15,0,0,55000,19,14,0,40,39.4,1,7.5
39,0,1700,17,0,0,65,1,490,38,0,12,0,0,112500,16,20,0,30,87.02,1,16.33333
38,0,1500,13,0,0,60,1,214,39,0,13,0,0,67500,19,20,0,40,56.372,1,5.35
44,0,615,12,1,0,40,0,383,43,1,12,0,1,32500,26,25,0,40,12.584,1,9.575
39,0,485,16,0,0,40,1,475,39,0,16,0,0,45000,17,17,0,40,20.3,1,11.875
43,0,580,16,0,0,48,1,210,42,0,12,0,0,32500,21,24,0,40,21.58,1,5.25
45,0,200,3,0,1,44,0,108,44,0,5,1,0,13750,36,33,1,48,8.134,1,2.25
31,0,560,14,0,0,40,0,260,31,0,15,0,0,45000,11,10,1,40,31.48,1,6.5
22,0,225,12,0,0,70,0,250,20,0,12,0,0,17500,4,2,0,40,4.5,1,6.25
39,0,600,12,0,0,40,0,600,33,0,12,0,1,45000,21,15,1,40,13.8,1,15
57,0,1000,13,0,0,18,0,100,52,0,12,1,0,55000,38,34,0,20,49.8,1,5
29,0,350,12,0,0,40,0,410,28,0,14,0,0,32500,11,8,1,45,11.18,1,9.111111
38,0,1200,16,0,0,40,0,370,28,0,13,0,0,37500,16,9,0,40,18.26,1,9.25
27,0,962,16,0,0,50,0,423,27,0,14,0,0,67500,5,7,0,40,45.504,1,10.575
26,0,604,16,0,0,50,0,100,27,0,16,0,0,32500,4,5,1,12,27.3,1,8.333333
44,1,688,17,0,0,32,1,465,43,0,17,0,1,55000,21,20,0,40,30.82,1,11.625
44,0,750,18,0,0,40,0,397,49,0,16,0,0,55000,20,27,0,45,34.356,1,8.822222
29,1,584,15,0,0,56,0,500,26,0,15,0,0,55000,8,5,0,48,29,1,10.41667
43,1,975,18,0,0,32,1,827,42,0,18,0,1,112500,19,18,0,30,69.496,1,27.56667
31,1,600,12,0,0,40,0,550,27,0,12,0,0,32500,13,9,0,44,3.9,1,12.5
56,1,460,8,0,0,40,0,259,51,0,12,0,0,55000,42,33,0,40,41.532,1,6.475
45,1,280,15,0,0,40,0,337,51,0,13,0,0,22500,24,32,0,40,4.976,1,8.425
32,0,1350,18,0,0,50,0,750,34,0,15,0,0,112500,8,13,1,40,73.5,1,18.75
31,0,640,12,1,0,40,0,400,27,1,11,0,0,32500,13,10,1,16,11.7,1,25
33,0,450,16,1,0,60,0,575,34,1,16,0,0,45000,11,12,1,50,15.1,1,11.5
32,0,560,12,0,0,40,1,100,30,0,15,0,0,45000,14,9,0,14,39.8,1,7.142857
30,0,539,13,0,0,40,0,372,23,0,12,0,0,55000,11,5,1,40,35.656,1,9.3
32,0,700,12,0,1,50,0,350,25,0,12,1,0,112500,14,7,0,40,94.3,1,8.75
40,0,480,12,0,0,40,0,200,43,0,14,0,0,32500,22,23,1,40,22.1,1,5
29,1,460,14,0,0,40,0,400,32,0,12,0,1,37500,9,14,0,40,16.7,1,10
33,0,800,18,0,0,60,0,250,32,0,16,0,0,55000,9,10,1,20,42,1,12.5
37,0,563,12,0,0,60,1,334,35,0,12,0,0,67500,19,17,0,40,50.132,1,8.35
37,0,500,16,0,0,50,1,500,34,0,17,0,1,112500,15,11,0,40,86.5,1,12.5
48,0,1250,16,0,0,45,0,285,46,0,12,0,0,112500,26,28,0,40,97.68,1,7.125
48,1,320,12,0,0,0,1,494,43,0,14,0,0,67500,30,23,0,32,41.812,1,15.4375
51,0,350,12,0,0,40,0,620,43,0,17,0,0,45000,33,20,0,40,12.76,1,15.5
30,0,400,12,0,0,40,0,650,29,0,16,0,0,55000,12,7,0,40,21.2,1,16.25
29,1,424,13,0,0,60,0,340,24,0,12,0,0,37500,10,6,1,40,19.82,1,8.5
28,0,500,13,0,0,40,0,385,29,0,15,0,0,37500,9,8,1,40,17.48,1,9.625
45,0,850,12,0,0,55,0,144,44,0,12,0,0,45000,27,26,0,27,37.512,1,5.333333
61,0,260,3,0,1,0,1,205,53,0,3,1,0,27500,52,44,0,8,16.84,1,25.625
47,0,1500,18,0,0,50,1,750,46,0,18,0,1,112500,23,22,0,35,73.5,1,21.42857
29,0,137,8,0,1,35,0,170,33,0,9,1,0,17500,15,18,1,40,8.66,1,4.25
26,1,250,12,0,0,40,0,250,25,0,12,0,0,27500,8,7,1,40,14.5,1,6.25
53,1,770,14,0,0,35,0,200,45,0,7,0,0,55000,33,32,0,40,44.6,1,5
46,0,550,12,0,0,40,0,600,41,0,16,0,0,67500,28,19,0,40,36.3,1,15
40,0,654,16,0,1,40,0,300,39,0,12,1,0,37500,18,21,1,30,21.9,1,10
62,0,300,12,0,0,60,0,140,57,0,12,0,0,37500,44,39,0,21,30.22,1,6.666667
49,0,1500,16,0,0,48,1,405,35,0,12,0,1,55000,27,17,0,40,33.94,1,10.125
34,1,1263,12,0,0,60,0,692,32,0,18,0,0,112500,16,8,0,40,76.516,1,17.3
59,0,90,12,0,0,15,0,280,54,0,12,0,0,27500,41,36,0,40,12.94,1,7
47,0,500,14,0,0,55,0,350,43,0,12,0,0,45000,27,25,0,32,26.8,1,10.9375
36,0,1000,16,0,0,50,0,272,36,0,14,0,0,45000,14,16,1,32,30.856,1,8.5
37,0,240,14,0,0,40,1,854,33,0,15,0,0,45000,17,12,0,60,0.592,1,14.23333
39,1,850,16,0,0,50,1,117,37,0,12,0,0,37500,17,19,0,25,31.416,1,4.68
35,0,1250,18,0,0,0,0,865,33,0,18,0,0,112500,11,9,1,40,67.52,1,21.625
61,1,582,11,0,0,40,0,120,56,0,12,0,0,0,44,38,0,25,0,1,4.8
35,0,1000,16,0,0,43,0,140,23,0,15,0,0,55000,13,2,1,10,47.72,1,14
46,0,240,12,0,0,40,1,453,38,0,12,0,0,32500,28,20,0,40,8.944,1,11.325
34,0,275,14,0,0,55,0,184,31,0,12,0,0,32500,14,13,1,40,22.932,1,4.6
41,0,900,16,0,0,40,0,540,35,0,17,0,0,55000,19,12,0,40,26.92,1,13.5
43,0,769,17,0,0,40,1,180,42,0,16,0,0,112500,20,20,0,15,103.14,1,12
49,1,425,8,0,0,60,0,280,48,0,12,0,0,32500,35,30,0,40,17.94,1,7
46,0,280,12,0,0,32,0,577,46,0,16,0,1,67500,28,24,0,50,37.496,1,11.54
57,0,375,13,0,0,40,1,45,53,0,13,0,0,27500,38,34,0,16,25.16,1,2.8125
30,0,1000,13,0,0,45,0,20,31,0,12,0,0,55000,11,13,1,8,53.96,1,2.5
34,0,500,12,0,0,50,1,360,33,0,12,0,0,45000,16,15,0,40,26.28,1,9
62,0,275,14,0,0,40,0,21,59,0,14,0,0,27500,42,39,0,1,26.408,1,21
43,1,650,12,0,0,38,1,720,40,0,14,0,0,67500,25,20,0,40,30.06,1,18
45,0,1100,18,0,0,40,1,425,43,0,12,0,0,3000,21,25,0,45,0,1,9.444445
37,0,826,16,0,0,50,0,712,31,0,16,0,0,3000,15,9,0,45,0,1,15.82222
24,0,450,13,0,0,50,0,366,23,0,14,0,0,45000,5,3,0,40,25.968,1,9.15
48,1,673,16,0,0,50,0,577,45,0,16,0,0,67500,26,23,1,40,37.496,1,14.425
26,0,144,14,0,0,0,0,600,27,0,16,0,0,67500,6,5,0,40,36.3,1,15
40,0,400,12,0,0,32,1,184,40,0,15,0,0,32500,22,19,0,16,22.932,1,11.5
52,0,1000,14,0,0,50,0,300,35,0,12,0,0,27500,32,17,0,40,11.9,1,7.5
45,1,254,16,0,0,45,1,166,43,0,13,0,0,32500,23,24,0,24,23.868,1,6.916667
41,1,750,12,0,0,42,1,236,39,0,13,0,0,3000,23,20,0,21,0,1,11.2381
54,0,260,16,0,0,40,0,404,31,0,16,0,0,0,32,9,0,35,0,1,11.54286
54,1,700,8,0,0,50,1,175,40,0,13,0,0,37500,40,21,0,35,28.4,1,5
28,1,200,12,1,0,40,0,200,25,1,12,0,0,13750,10,7,1,40,3.35,1,5
63,0,120,16,0,0,0,0,345,58,0,12,0,0,32500,41,40,0,32,14.56,1,10.78125
37,1,519,18,0,0,45,0,183,36,0,17,0,0,37500,13,13,1,20,27.984,1,9.15
51,0,520,12,0,0,45,1,700,39,0,12,0,0,112500,33,21,0,40,76.1,1,17.5
41,0,600,13,0,0,50,0,500,45,0,16,0,0,45000,22,23,0,40,19,1,12.5
32,1,300,13,0,0,40,0,400,26,0,15,1,0,17500,13,5,1,40,0,1,10
36,0,100,9,0,0,8,0,212,34,0,12,0,0,8750,21,16,0,24,0,1,8.833333
30,0,550,12,0,0,50,0,350,30,0,18,0,0,37500,12,6,1,20,19.3,1,17.5
38,1,340,13,0,0,40,1,250,48,0,16,0,0,112500,19,26,0,45,99.5,1,5.555555
31,0,345,12,0,0,48,0,290,25,0,14,0,0,22500,13,5,1,40,7.42,1,7.25
29,0,840,12,0,0,84,0,610,28,0,12,0,0,32500,11,10,1,40,0.78,1,15.25
50,1,500,12,0,0,50,0,336,57,0,11,0,0,45000,32,40,0,48,27.528,1,7
42,0,950,12,0,0,50,1,247,43,0,12,0,0,67500,24,25,0,35,54.656,1,7.057143
39,0,360,11,1,0,40,1,260,40,1,12,0,0,32500,22,22,0,40,18.98,1,6.5
49,0,200,10,0,1,65,0,191,51,0,7,1,0,27500,33,38,0,48,17.568,1,3.979167
51,0,600,16,0,0,0,0,1000,46,0,16,0,0,67500,29,24,0,40,15.5,1,25
61,0,400,16,0,0,40,0,563,57,0,15,0,0,37500,39,36,0,40,8.224,1,14.075
43,0,300,12,0,0,40,0,425,44,0,12,0,0,55000,25,26,0,50,32.9,1,8.5
31,0,300,10,1,0,40,0,212,28,1,12,0,0,11500,15,10,1,40,0.476,1,5.3
40,1,932,16,0,0,40,1,1182,42,0,18,0,1,112500,18,18,0,40,51.036,1,29.55
36,1,560,12,0,0,40,1,200,32,0,13,0,0,55000,18,13,0,40,44.6,1,5
55,0,1700,13,0,0,65,1,560,42,0,14,0,0,3000,36,22,0,40,0,1,14
30,0,528,13,0,0,48,0,186,31,0,14,0,0,32500,11,11,0,32,22.828,1,5.8125
27,1,560,12,0,0,40,0,480,28,0,12,0,0,55000,9,10,1,40,30.04,1,12
48,1,600,12,0,0,40,1,173,41,0,14,0,0,45000,30,21,0,30,36.004,1,5.766667
39,0,900,18,0,0,40,0,300,40,0,14,0,1,55000,15,20,1,24,39.4,1,12.5
55,0,325,15,0,1,36,0,318,48,0,13,1,0,45000,34,29,0,40,28.464,1,7.95
35,0,1442,18,0,0,50,0,150,34,0,18,0,0,3000,11,10,1,6,0,1,25
43,1,961,16,0,0,40,0,500,40,0,16,0,1,45000,21,18,0,40,19,1,12.5
44,1,600,15,0,0,48,1,450,37,0,12,0,0,55000,23,19,0,40,31.6,1,11.25
42,1,920,13,0,0,47,0,800,40,0,12,0,0,3000,23,22,1,32,0,1,25
41,0,560,16,0,0,0,1,200,36,0,13,0,0,37500,19,17,0,40,27.1,1,5
29,0,400,12,0,0,40,1,180,29,0,12,0,0,27500,11,11,0,18,18.14,1,10
60,0,200,12,0,0,40,0,218,57,0,12,0,0,22500,42,39,0,120,11.164,1,1.816667
52,0,1500,16,0,0,50,0,875,49,0,16,0,0,112500,30,27,0,50,67,1,17.5
59,0,670,18,0,0,40,0,317,55,0,14,0,0,67500,35,35,0,40,51.016,1,7.925
26,0,334,11,0,0,40,0,400,23,0,12,0,0,32500,9,5,1,40,11.7,1,10
42,1,285,7,0,0,40,1,285,40,0,12,0,1,27500,29,22,0,40,12.68,1,7.125
53,0,1000,12,0,0,40,0,423,49,0,13,0,0,0,35,30,0,35,0,1,12.08571
39,0,800,16,0,0,40,0,300,35,0,12,0,0,55000,17,17,1,40,39.4,1,7.5
58,1,523,12,0,0,48,0,200,52,0,14,0,0,37500,40,32,0,36,27.1,1,5.555555
36,0,700,12,0,0,40,0,220,33,0,9,0,1,32500,18,18,1,20,21.06,1,11
39,0,652,12,0,1,48,1,26,38,0,12,1,0,32500,21,20,0,5,31.148,1,5.2
40,0,600,17,0,0,40,1,246,40,0,12,0,0,3000,17,22,0,30,0,1,8.2
37,0,150,14,0,0,60,1,145,33,0,14,0,0,13750,17,13,0,28,6.21,1,5.178571
35,0,1000,12,0,0,40,1,520,33,0,15,0,0,112500,17,12,0,40,85.46,1,13
28,0,500,13,0,0,50,0,406,28,0,12,0,0,3000,9,10,0,40,0,1,10.15
22,0,400,12,0,0,40,0,180,22,0,12,0,0,22500,4,4,0,48,13.14,1,3.75
58,0,480,18,0,0,40,1,800,49,0,16,0,0,3000,34,27,0,40,0,1,20
45,0,400,15,0,0,54,1,320,47,0,13,0,0,55000,24,28,0,40,38.36,1,8
49,0,1000,12,0,0,50,0,338,48,0,12,0,0,112500,31,30,0,40,94.924,1,8.45
35,1,750,13,0,0,40,1,450,33,0,12,0,0,0,16,15,0,40,0,1,11.25
55,0,578,18,0,0,40,1,596,51,0,18,0,1,67500,31,27,0,40,36.508,1,14.9
36,0,240,12,0,0,40,0,520,45,0,14,0,1,37500,18,25,0,40,10.46,1,13
28,1,320,12,0,0,40,0,280,35,0,12,1,0,37500,10,17,1,40,22.94,1,7
60,1,575,18,0,0,40,0,432,57,0,15,0,0,55000,36,36,0,24,32.536,1,18
26,0,380,11,0,0,48,0,300,28,0,12,0,0,37500,9,10,1,40,21.9,1,7.5
55,1,800,12,0,0,40,0,160,54,0,12,0,0,67500,37,36,0,35,59.18,1,4.571429
26,0,200,16,0,0,20,0,520,26,0,18,0,0,27500,4,2,0,40,0.46,1,13
40,0,250,12,0,0,40,1,456,39,0,13,0,1,45000,22,20,0,40,21.288,1,11.4
38,0,500,14,0,0,40,0,300,27,0,12,0,0,55000,18,9,0,40,39.4,1,7.5
39,0,280,12,0,0,40,0,500,40,0,16,0,0,22500,21,18,1,40,0,1,12.5
20,0,181,13,0,0,36,0,91,21,0,13,0,0,6250,1,2,0,20,1.518,1,4.55
33,1,560,12,0,0,40,1,240,32,0,12,0,0,32500,15,14,0,20,20.02,1,12
27,1,468,13,0,0,52,1,232,25,0,13,0,0,45000,8,6,0,40,32.936,1,5.8
37,0,480,12,0,0,40,1,64,37,0,13,0,0,27500,19,18,0,15,24.172,1,4.266667
43,0,960,17,0,0,40,1,300,36,0,16,0,0,112500,20,14,0,40,96.9,1,7.5
28,1,775,12,0,0,11,0,487,31,0,16,0,0,67500,10,9,1,24,42.176,1,20.29167
24,0,425,12,0,0,60,0,189,26,0,12,0,0,27500,6,8,1,40,17.672,1,4.725
34,1,456,14,0,0,38,1,140,33,0,13,0,0,32500,14,14,0,20,25.22,1,7
51,0,950,18,0,0,40,0,600,50,0,12,0,0,112500,27,32,0,40,81.3,1,15
56,0,175,6,1,0,35,0,327,52,1,12,0,1,17500,44,34,0,40,0.496,1,8.175
38,0,300,13,0,0,50,1,204,38,0,13,0,1,32500,19,19,0,30,21.892,1,6.8
58,1,1750,18,0,0,45,1,400,48,0,14,0,0,3000,34,28,0,40,0,1,10
29,1,694,12,0,0,40,0,240,24,0,15,0,0,22500,11,3,0,40,10.02,1,6
28,0,350,12,0,0,60,0,125,28,0,14,0,0,27500,10,8,1,16,21,1,7.8125
41,0,407,13,0,0,40,0,400,28,0,13,0,0,37500,22,9,1,50,16.7,1,8
42,1,280,12,1,0,40,1,148,40,1,13,0,0,32500,24,21,0,35,24.804,1,4.228571
30,1,600,12,0,0,40,0,190,29,0,17,0,0,27500,12,6,0,30,17.62,1,6.333333
43,0,850,12,0,0,40,0,497,34,0,12,0,0,67500,25,16,1,40,41.656,1,12.425
46,0,700,16,0,0,44,1,600,42,0,16,0,1,67500,24,20,0,40,36.3,1,15
55,1,800,18,0,0,48,0,962,52,0,16,0,0,112500,31,30,0,45,62.476,1,21.37778
36,0,500,12,0,0,40,1,245,34,0,11,0,0,45000,18,17,0,36,32.26,1,6.805555
32,1,617,15,0,0,42,0,320,28,0,15,0,0,45000,11,7,0,40,28.36,1,8
47,1,800,12,0,0,40,1,500,44,0,16,0,1,55000,29,22,0,40,29,1,12.5
48,0,300,16,0,0,40,0,260,50,0,12,0,0,22500,26,32,0,40,8.98,1,6.5
44,0,1500,18,0,0,40,1,500,38,0,16,0,0,67500,20,16,0,40,41.5,1,12.5
46,0,170,6,0,1,40,1,166,37,0,6,1,0,6250,34,25,0,40,0,1,4.15
49,1,895,16,0,0,55,0,1200,47,0,18,0,1,112500,27,23,0,25,50.1,1,48
41,0,430,13,0,0,54,0,340,29,0,14,0,0,45000,22,9,1,40,27.32,1,8.5
31,0,320,12,0,0,0,0,555,24,0,12,0,0,112500,13,6,0,40,83.64,1,13.875
27,0,387,12,0,0,42,0,382,23,0,12,0,1,37500,9,5,1,40,17.636,1,9.55
48,0,900,14,0,0,50,1,650,41,0,17,0,1,67500,28,18,0,40,33.7,1,16.25
43,0,450,15,0,0,40,1,300,38,0,12,1,0,45000,22,20,0,40,29.4,1,7.5
51,0,336,12,0,0,41,0,331,51,0,12,0,0,27500,33,33,0,45,10.288,1,7.355556
44,0,865,16,0,1,40,1,673,44,0,16,0,1,3000,22,22,0,40,0,1,16.825
34,0,500,12,0,0,40,1,427,36,0,14,0,0,55000,16,16,0,40,32.796,1,10.675
37,0,500,12,0,0,55,0,404,37,0,12,0,0,37500,19,19,0,40,16.492,1,10.1
31,0,444,10,0,0,40,1,385,28,0,11,0,0,55000,15,11,0,40,34.98,1,9.625
30,0,424,10,0,0,40,1,240,29,0,10,0,0,32500,14,13,0,40,20.02,1,6
41,0,600,13,0,0,40,1,300,36,0,12,0,0,55000,22,18,0,30,39.4,1,10
34,0,1060,18,0,0,50,0,564,33,0,16,0,0,112500,10,11,1,24,83.172,1,23.5
23,0,450,12,0,0,50,0,450,26,0,12,0,0,45000,5,8,1,45,21.6,1,10
47,1,936,13,0,0,60,0,320,40,0,13,0,1,55000,28,21,0,40,38.36,1,8
58,0,250,12,0,0,40,0,250,53,0,12,0,0,0,40,35,0,40,0,1,6.25
38,0,390,12,0,0,44,0,266,38,0,12,0,0,27500,20,20,1,40,13.668,1,6.65
41,0,700,16,0,0,40,1,500,39,0,16,0,1,55000,19,17,0,40,29,1,12.5
57,1,450,16,0,0,30,0,350,52,0,15,0,0,45000,35,31,0,36,26.8,1,9.722222
30,1,692,15,0,0,64,0,460,28,0,15,0,0,37500,9,7,1,40,13.58,1,11.5
41,1,340,14,0,0,40,1,624,41,0,14,0,0,67500,21,21,0,40,35.052,1,15.6
53,0,625,12,0,0,0,0,276,50,0,12,0,0,0,35,32,0,40,0,1,6.9
36,0,310,9,0,0,40,0,200,32,0,12,0,0,11500,21,14,1,30,1.1,1,6.666667
26,1,400,16,0,0,55,0,247,25,0,16,0,0,32500,4,3,0,35,19.656,1,7.057143
27,0,288,16,0,0,50,0,210,29,0,15,0,0,17500,5,8,1,40,6.58,1,5.25
52,0,450,12,0,0,40,0,212,52,0,12,0,0,32500,34,34,0,40,21.476,1,5.3
43,1,476,13,0,0,40,0,387,45,0,14,0,0,67500,24,25,0,40,47.376,1,9.675
32,0,200,14,0,0,40,0,120,28,0,12,0,0,22500,12,10,1,12,16.26,1,10
54,0,900,12,0,0,40,1,190,43,0,14,0,0,67500,36,23,0,20,57.62,1,9.5
28,0,300,18,0,0,32,0,500,25,0,12,0,0,37500,4,7,1,40,11.5,1,12.5
49,0,1000,13,0,0,60,1,130,48,0,12,0,0,67500,30,30,0,25,60.74,1,5.2
57,1,940,12,0,0,40,0,210,49,0,10,0,0,55000,39,33,0,42,44.08,1,5
50,0,925,17,0,0,55,0,538,49,0,16,0,1,67500,27,27,0,40,39.524,1,13.45
50,0,925,17,0,0,55,0,538,49,0,16,0,1,67500,27,27,0,40,39.524,1,13.45
38,0,560,7,0,0,40,1,278,35,0,12,0,0,27500,25,17,0,40,13.044,1,6.95
39,0,200,12,0,1,50,0,250,38,0,11,1,1,37500,21,21,0,40,24.5,1,6.25
30,0,220,12,0,0,40,0,260,30,0,13,0,0,67500,12,11,1,40,53.98,1,6.5
34,1,900,13,0,0,0,0,300,38,0,13,0,1,3000,15,19,1,16,0,1,18.75
64,1,750,13,0,0,40,0,300,56,0,12,0,0,55000,45,38,0,35,39.4,1,8.571428
63,0,234,5,0,1,40,0,150,52,0,5,1,0,32500,52,41,0,40,24.7,1,3.75
51,0,800,16,0,0,48,0,800,50,0,17,0,0,67500,29,27,0,40,25.9,1,20
40,0,1000,18,0,0,40,1,130,43,0,17,0,0,67500,16,20,0,16,60.74,1,8.125
35,0,430,14,0,0,32,0,192,32,0,12,0,0,27500,15,14,1,21,17.516,1,9.142858
33,0,170,12,0,0,46,0,300,30,0,12,0,0,32500,15,12,1,40,16.9,1,7.5
38,0,373,18,0,0,40,0,576,40,0,18,0,0,67500,14,16,1,35,37.548,1,16.45714
40,0,1125,16,0,0,40,1,521,37,0,16,0,0,55000,18,15,0,40,27.908,1,13.025
49,0,1005,13,0,0,40,1,556,46,0,12,0,0,112500,30,28,0,40,83.588,1,13.9
30,0,225,12,0,0,40,0,120,24,0,12,0,0,13750,12,6,1,16,7.51,1,7.5
33,0,275,14,0,0,80,0,148,30,0,14,0,0,37500,13,10,0,24,29.804,1,6.166667
41,0,791,14,0,0,40,1,136,43,0,12,0,0,32500,21,25,0,16,25.428,1,8.5
24,0,344,14,0,0,40,0,284,29,0,12,0,0,32500,4,11,1,40,17.732,1,7.1
37,0,500,12,0,0,55,0,125,48,0,12,0,1,45000,19,30,1,20,38.5,1,6.25
25,0,175,13,0,0,40,0,480,25,0,14,0,0,37500,6,5,1,40,12.54,1,12
35,0,600,14,0,0,40,0,420,31,0,14,0,0,55000,15,11,1,24,33.16,1,17.5
52,1,144,12,0,0,0,0,350,48,0,12,0,1,45000,34,30,0,40,26.8,1,8.75
36,0,567,14,0,0,40,0,200,38,0,12,0,0,32500,16,20,0,40,22.1,1,5
39,0,450,12,0,1,40,0,345,38,0,16,0,1,32500,21,16,1,45,14.56,1,7.666667
26,0,167,13,0,0,25,0,596,27,0,18,0,0,32500,7,3,0,40,1.508,1,14.9
50,0,225,15,0,0,46,1,800,46,0,17,0,1,55000,29,23,0,40,13.4,1,20
44,0,425,12,0,0,40,0,456,46,0,12,0,1,32500,26,28,0,40,8.788,1,11.4
39,1,500,12,0,0,40,1,185,38,0,12,0,0,37500,21,20,0,25,27.88,1,7.4
27,0,400,12,0,0,40,0,400,33,0,17,1,1,45000,9,10,1,40,24.2,1,10
29,0,325,12,0,0,40,0,515,29,0,15,0,0,27500,11,8,1,36,0.72,1,14.30556
44,0,360,12,0,0,30,1,320,42,0,13,0,0,27500,26,23,0,40,10.86,1,8
